air_temp,albedo,azimuth,clearsky_dhi,clearsky_dni,clearsky_ghi,clearsky_gti,cloud_opacity,dhi,dni,ghi,gti,precipitation_rate,zenith,weather_type,period_end,period
9,0.15,-58,34,547,129,293,0,34,547,129,293,0,80,SUNNY,2023-05-23T08:00:00+01:00,PT60M
12,0.15,-47,50,747,299,714,0,50,747,299,714,0,71,SUNNY,2023-05-23T09:00:00+01:00,PT60M
15,0.15,-35,58,832,443,871,0,58,832,443,871,0,62,SUNNY,2023-05-23T10:00:00+01:00,PT60M
16,0.15,-20,62,873,541,826,0,62,873,541,826,0,57,SUNNY,2023-05-23T11:00:00+01:00,PT60M
17,0.15,-3,65,886,582,730,0.4,69,875,579,727,0,54,MOSTLY SUNNY,2023-05-23T12:00:00+01:00,PT60M
17,0.15,14,68,872,561,606,7.5,135,678,519,556,0,56,MOSTLY SUNNY,2023-05-23T13:00:00+01:00,PT60M
18,0.15,30,65,839,482,486,7.6,124,647,444,447,0,60,MOSTLY SUNNY,2023-05-23T14:00:00+01:00,PT60M
17,0.15,43,57,768,351,403,0.9,62,746,348,398,0,68,MOSTLY SUNNY,2023-05-23T15:00:00+01:00,PT60M
16,0.15,54,44,615,186,337,0.3,44,610,185,335,0,77,MOSTLY SUNNY,2023-05-23T16:00:00+01:00,PT60M
16,0.15,63,13,176,32,61,1,14,168,31,60,0,88,MOSTLY SUNNY,2023-05-23T17:00:00+01:00,PT60M
14,0.15,72,0,0,0,0,1.2,0,0,0,0,0,99,MOSTLY CLEAR,2023-05-23T18:00:00+01:00,PT60M
13,0.15,79,0,0,0,0,3.7,0,0,0,0,0,111,MOSTLY CLEAR,2023-05-23T19:00:00+01:00,PT60M
11,0.15,87,0,0,0,0,25.5,0,0,0,0,0,124,PARTLY CLOUDY,2023-05-23T20:00:00+01:00,PT60M
10,0.15,95,0,0,0,0,12.3,0,0,0,0,0,136,PARTLY CLOUDY,2023-05-23T21:00:00+01:00,PT60M
10,0.15,107,0,0,0,0,0.9,0,0,0,0,0,148,MOSTLY CLEAR,2023-05-23T22:00:00+01:00,PT60M
10,0.15,127,0,0,0,0,2.9,0,0,0,0,0,159,MOSTLY CLEAR,2023-05-23T23:00:00+01:00,PT60M
10,0.15,170,0,0,0,0,39.1,0,0,0,0,0,166,MOSTLY CLOUDY,2023-05-24T00:00:00+01:00,PT60M
10,0.15,-139,0,0,0,0,51.8,0,0,0,0,0,162,MOSTLY CLOUDY,2023-05-24T01:00:00+01:00,PT60M
11,0.15,-112,0,0,0,0,60.8,0,0,0,0,0,152,OVERCAST,2023-05-24T02:00:00+01:00,PT60M
10,0.15,-99,0,0,0,0,54.3,0,0,0,0,0,140,MOSTLY CLOUDY,2023-05-24T03:00:00+01:00,PT60M
10,0.15,-89,0,0,0,0,45.8,0,0,0,0,0,128,MOSTLY CLOUDY,2023-05-24T04:00:00+01:00,PT60M
9,0.15,-82,0,0,0,0,46.9,0,0,0,0,0,115,MOSTLY CLOUDY,2023-05-24T05:00:00+01:00,PT60M
9,0.15,-74,0,0,0,0,24.3,0,0,0,0,0,103,PARTLY CLOUDY,2023-05-24T06:00:00+01:00,PT60M
9,0.15,-66,4,32,7,10,18.9,4,30,7,9,0,92,PARTLY CLOUDY,2023-05-24T07:00:00+01:00,PT60M
10,0.15,-57,37,504,125,278,0,37,504,125,278,0,81,SUNNY,2023-05-24T08:00:00+01:00,PT60M
12,0.15,-47,57,723,296,700,0,57,723,296,700,0,71,SUNNY,2023-05-24T09:00:00+01:00,PT60M
15,0.15,-35,66,818,442,868,0,66,818,442,868,0,63,SUNNY,2023-05-24T10:00:00+01:00,PT60M
16,0.15,-20,67,871,542,830,0,67,871,542,830,0,57,SUNNY,2023-05-24T11:00:00+01:00,PT60M
18,0.15,-3,69,887,583,734,0,69,887,583,734,0,55,SUNNY,2023-05-24T12:00:00+01:00,PT60M
18,0.15,14,68,878,562,608,0,68,878,562,608,0,56,SUNNY,2023-05-24T13:00:00+01:00,PT60M
18,0.15,30,65,841,481,485,0,65,841,481,485,0,60,SUNNY,2023-05-24T14:00:00+01:00,PT60M
17,0.15,43,61,756,348,398,0,61,756,348,398,0,68,SUNNY,2023-05-24T15:00:00+01:00,PT60M
16,0.15,54,46,597,183,329,0,46,597,183,329,0,77,SUNNY,2023-05-24T16:00:00+01:00,PT60M
15,0.15,63,14,161,31,58,3.4,14,160,31,58,0,88,MOSTLY SUNNY,2023-05-24T17:00:00+01:00,PT60M
13,0.15,71,0,0,0,0,17.2,0,0,0,0,0,99,PARTLY CLOUDY,2023-05-24T18:00:00+01:00,PT60M
12,0.15,79,0,0,0,0,23.4,0,0,0,0,0,111,PARTLY CLOUDY,2023-05-24T19:00:00+01:00,PT60M
11,0.15,86,0,0,0,0,28.7,0,0,0,0,0,124,PARTLY CLOUDY,2023-05-24T20:00:00+01:00,PT60M
11,0.15,95,0,0,0,0,23.1,0,0,0,0,0,136,PARTLY CLOUDY,2023-05-24T21:00:00+01:00,PT60M
11,0.15,106,0,0,0,0,12.2,0,0,0,0,0,148,PARTLY CLOUDY,2023-05-24T22:00:00+01:00,PT60M
11,0.15,127,0,0,0,0,27,0,0,0,0,0,159,PARTLY CLOUDY,2023-05-24T23:00:00+01:00,PT60M
11,0.15,170,0,0,0,0,26.5,0,0,0,0,0.1,166,PARTLY CLOUDY,2023-05-25T00:00:00+01:00,PT60M
12,0.14,-138,0,0,0,0,29.8,0,0,0,0,0.6,163,INTERMITTENT RAIN,2023-05-25T01:00:00+01:00,PT60M
12,0.14,-112,0,0,0,0,53.1,0,0,0,0,1.3,152,RAIN,2023-05-25T02:00:00+01:00,PT60M
11,0.14,-98,0,0,0,0,62.8,0,0,0,0,1.6,140,RAIN,2023-05-25T03:00:00+01:00,PT60M
11,0.14,-89,0,0,0,0,53.2,0,0,0,0,1.9,128,RAIN,2023-05-25T04:00:00+01:00,PT60M
11,0.14,-81,0,0,0,0,46.9,0,0,0,0,2.2,116,RAIN,2023-05-25T05:00:00+01:00,PT60M
10,0.14,-74,0,0,0,0,65.1,0,0,0,0,2.5,103,RAIN,2023-05-25T06:00:00+01:00,PT60M
10,0.14,-66,4,24,6,8,55.5,3,0,3,3,3.3,92,RAIN,2023-05-25T07:00:00+01:00,PT60M
10,0.14,-57,38,447,115,250,76.5,23,0,23,23,2.9,81,RAIN,2023-05-25T08:00:00+01:00,PT60M
10,0.14,-47,58,668,277,649,85.8,38,0,38,34,3.1,71,RAIN,2023-05-25T09:00:00+01:00,PT60M
10,0.14,-34,68,762,416,815,90.9,38,0,38,30,3.3,63,RAIN,2023-05-25T10:00:00+01:00,PT60M
10,0.14,-20,74,806,512,781,88.9,57,0,57,48,2.9,57,RAIN,2023-05-25T11:00:00+01:00,PT60M
10,0.14,-3,82,814,552,692,89.1,60,0,60,55,3.2,55,RAIN,2023-05-25T12:00:00+01:00,PT60M
10,0.14,14,88,793,533,576,88.7,60,0,60,58,2.6,56,RAIN,2023-05-25T13:00:00+01:00,PT60M
10,0.14,30,95,732,455,459,84.8,68,0,68,68,1.6,61,RAIN,2023-05-25T14:00:00+01:00,PT60M
9,0.14,43,86,641,329,372,77.3,73,0,73,68,0.5,68,RAIN,2023-05-25T15:00:00+01:00,PT60M
9,0.14,54,64,447,167,278,83.1,29,0,29,24,1,77,RAIN,2023-05-25T16:00:00+01:00,PT60M
9,0.14,63,17,78,25,40,60.6,8,0,8,8,1.3,88,RAIN,2023-05-25T17:00:00+01:00,PT60M
8,0.14,71,0,0,0,0,38.6,0,0,0,0,0.6,99,INTERMITTENT RAIN,2023-05-25T18:00:00+01:00,PT60M
8,0.14,79,0,0,0,0,55.1,0,0,0,0,0.6,111,RAIN,2023-05-25T19:00:00+01:00,PT60M
8,0.14,86,0,0,0,0,44.5,0,0,0,0,0.5,124,RAIN,2023-05-25T20:00:00+01:00,PT60M
8,0.14,95,0,0,0,0,37.1,0,0,0,0,0.7,136,INTERMITTENT RAIN,2023-05-25T21:00:00+01:00,PT60M
8,0.14,106,0,0,0,0,16.1,0,0,0,0,0.5,148,PARTLY CLOUDY,2023-05-25T22:00:00+01:00,PT60M
8,0.14,126,0,0,0,0,16.6,0,0,0,0,0.3,160,PARTLY CLOUDY,2023-05-25T23:00:00+01:00,PT60M
7,0.14,170,0,0,0,0,29.4,0,0,0,0,0.2,166,INTERMITTENT RAIN,2023-05-26T00:00:00+01:00,PT60M
7,0.15,-138,0,0,0,0,22.7,0,0,0,0,0.1,163,PARTLY CLOUDY,2023-05-26T01:00:00+01:00,PT60M
7,0.15,-112,0,0,0,0,17,0,0,0,0,0.1,153,PARTLY CLOUDY,2023-05-26T02:00:00+01:00,PT60M
7,0.15,-98,0,0,0,0,10.8,0,0,0,0,0,141,PARTLY CLOUDY,2023-05-26T03:00:00+01:00,PT60M
7,0.15,-89,0,0,0,0,11.8,0,0,0,0,0,128,PARTLY CLOUDY,2023-05-26T04:00:00+01:00,PT60M
7,0.15,-81,0,0,0,0,22.5,0,0,0,0,0,116,PARTLY CLOUDY,2023-05-26T05:00:00+01:00,PT60M
7,0.15,-74,0,0,0,0,30.8,0,0,0,0,0,104,PARTLY CLOUDY,2023-05-26T06:00:00+01:00,PT60M
7,0.15,-66,4,14,5,6,24.7,4,0,4,4,0,92,PARTLY CLOUDY,2023-05-26T07:00:00+01:00,PT60M
8,0.15,-57,45,404,114,240,39.7,67,0,67,66,0,81,MOSTLY CLOUDY,2023-05-26T08:00:00+01:00,PT60M
10,0.15,-47,70,651,282,650,37.1,175,6,177,160,0,71,MOSTLY CLOUDY,2023-05-26T09:00:00+01:00,PT60M
12,0.15,-34,82,758,426,831,53.6,196,0,196,153,0,63,MOSTLY CLOUDY,2023-05-26T10:00:00+01:00,PT60M
12,0.15,-20,87,811,524,799,46.4,274,15,282,245,0.1,57,MOSTLY CLOUDY,2023-05-26T11:00:00+01:00,PT60M
13,0.15,-3,84,838,566,712,47.3,278,34,298,281,0.1,55,MOSTLY CLOUDY,2023-05-26T12:00:00+01:00,PT60M
13,0.15,14,79,836,546,592,69.2,169,0,169,163,0.1,56,OVERCAST,2023-05-26T13:00:00+01:00,PT60M
13,0.15,29,83,779,465,469,61.4,176,0,176,175,0.1,61,OVERCAST,2023-05-26T14:00:00+01:00,PT60M
13,0.15,43,71,713,338,386,41.2,197,8,200,190,0,68,MOSTLY CLOUDY,2023-05-26T15:00:00+01:00,PT60M
13,0.15,54,50,565,178,316,53.6,81,0,81,67,0,77,MOSTLY CLOUDY,2023-05-26T16:00:00+01:00,PT60M
12,0.15,63,14,136,28,51,24.7,18,0,18,18,0,88,PARTLY CLOUDY,2023-05-26T17:00:00+01:00,PT60M
10,0.15,71,0,0,0,0,5.2,0,0,0,0,0,99,MOSTLY CLEAR,2023-05-26T18:00:00+01:00,PT60M
8,0.15,78,0,0,0,0,0.1,0,0,0,0,0,111,MOSTLY CLEAR,2023-05-26T19:00:00+01:00,PT60M
8,0.15,86,0,0,0,0,0,0,0,0,0,0,124,CLEAR,2023-05-26T20:00:00+01:00,PT60M
7,0.15,94,0,0,0,0,0,0,0,0,0,0,136,CLEAR,2023-05-26T21:00:00+01:00,PT60M
6,0.15,106,0,0,0,0,0,0,0,0,0,0,148,CLEAR,2023-05-26T22:00:00+01:00,PT60M
6,0.15,126,0,0,0,0,0,0,0,0,0,0,160,CLEAR,2023-05-26T23:00:00+01:00,PT60M
6,0.15,170,0,0,0,0,0,0,0,0,0,0,166,CLEAR,2023-05-27T00:00:00+01:00,PT60M
6,0.16,-138,0,0,0,0,0,0,0,0,0,0,163,CLEAR,2023-05-27T01:00:00+01:00,PT60M
5,0.16,-111,0,0,0,0,0,0,0,0,0,0,153,CLEAR,2023-05-27T02:00:00+01:00,PT60M
4,0.16,-98,0,0,0,0,0,0,0,0,0,0,141,CLEAR,2023-05-27T03:00:00+01:00,PT60M
3,0.16,-89,0,0,0,0,0,0,0,0,0,0,128,CLEAR,2023-05-27T04:00:00+01:00,PT60M
3,0.16,-81,0,0,0,0,1.8,0,0,0,0,0,116,MOSTLY CLEAR,2023-05-27T05:00:00+01:00,PT60M
3,0.16,-74,0,0,0,0,0,0,0,0,0,0,104,CLEAR,2023-05-27T06:00:00+01:00,PT60M
3,0.16,-66,3,37,6,9,0,3,37,6,9,0,92,CLEAR,2023-05-27T07:00:00+01:00,PT60M
5,0.16,-57,30,583,127,291,0,30,583,127,291,0,81,SUNNY,2023-05-27T08:00:00+01:00,PT60M
10,0.16,-47,46,794,302,729,0,46,794,302,729,0,71,SUNNY,2023-05-27T09:00:00+01:00,PT60M
13,0.16,-34,53,879,451,909,0,53,879,451,909,0,63,SUNNY,2023-05-27T10:00:00+01:00,PT60M
15,0.16,-20,57,920,551,858,0,57,920,551,858,0,58,SUNNY,2023-05-27T11:00:00+01:00,PT60M
17,0.16,-3,59,935,594,756,0,59,935,594,756,0,55,SUNNY,2023-05-27T12:00:00+01:00,PT60M
17,0.16,14,58,928,574,625,0,58,928,574,625,0,56,SUNNY,2023-05-27T13:00:00+01:00,PT60M
17,0.16,29,55,898,493,497,0,55,898,493,497,0,61,SUNNY,2023-05-27T14:00:00+01:00,PT60M
16,0.16,43,49,830,359,412,0,49,830,359,412,0,68,SUNNY,2023-05-27T15:00:00+01:00,PT60M
15,0.16,54,38,679,189,350,0,38,679,189,350,0,77,SUNNY,2023-05-27T16:00:00+01:00,PT60M
15,0.16,63,12,186,30,60,1.6,12,186,30,60,0,88,MOSTLY SUNNY,2023-05-27T17:00:00+01:00,PT60M
13,0.16,71,0,0,0,0,1.5,0,0,0,0,0,99,MOSTLY CLEAR,2023-05-27T18:00:00+01:00,PT60M
10,0.16,78,0,0,0,0,0,0,0,0,0,0,111,CLEAR,2023-05-27T19:00:00+01:00,PT60M
9,0.16,86,0,0,0,0,0,0,0,0,0,0,124,CLEAR,2023-05-27T20:00:00+01:00,PT60M
8,0.16,94,0,0,0,0,0,0,0,0,0,0,136,CLEAR,2023-05-27T21:00:00+01:00,PT60M
7,0.16,105,0,0,0,0,0,0,0,0,0,0,148,CLEAR,2023-05-27T22:00:00+01:00,PT60M
5,0.16,125,0,0,0,0,0,0,0,0,0,0,160,CLEAR,2023-05-27T23:00:00+01:00,PT60M
4,0.16,169,0,0,0,0,0,0,0,0,0,0,167,CLEAR,2023-05-28T00:00:00+01:00,PT60M
3,0.16,-138,0,0,0,0,0,0,0,0,0,0,163,CLEAR,2023-05-28T01:00:00+01:00,PT60M
2,0.16,-111,0,0,0,0,0,0,0,0,0,0,153,CLEAR,2023-05-28T02:00:00+01:00,PT60M
3,0.16,-98,0,0,0,0,0,0,0,0,0,0,141,CLEAR,2023-05-28T03:00:00+01:00,PT60M
3,0.16,-89,0,0,0,0,0,0,0,0,0,0,128,CLEAR,2023-05-28T04:00:00+01:00,PT60M
2,0.16,-81,0,0,0,0,0,0,0,0,0,0,116,CLEAR,2023-05-28T05:00:00+01:00,PT60M
2,0.16,-73,0,0,0,0,0,0,0,0,0,0,104,CLEAR,2023-05-28T06:00:00+01:00,PT60M
2,0.16,-66,3,29,5,7,0,3,29,5,7,0,92,CLEAR,2023-05-28T07:00:00+01:00,PT60M
5,0.16,-57,33,543,122,275,0,33,543,122,275,0,81,SUNNY,2023-05-28T08:00:00+01:00,PT60M
10,0.16,-47,50,763,294,706,0,50,763,294,706,0,71,SUNNY,2023-05-28T09:00:00+01:00,PT60M
15,0.16,-34,58,852,441,889,0,58,852,441,889,0,63,SUNNY,2023-05-28T10:00:00+01:00,PT60M
16,0.16,-20,63,893,540,841,0,63,893,540,841,0,58,SUNNY,2023-05-28T11:00:00+01:00,PT60M
18,0.16,-3,64,907,581,740,0,64,907,581,740,0,55,SUNNY,2023-05-28T12:00:00+01:00,PT60M
18,0.16,14,64,896,560,610,0,64,896,560,610,0,56,SUNNY,2023-05-28T13:00:00+01:00,PT60M
18,0.16,29,65,850,478,482,0,65,850,478,482,0,61,SUNNY,2023-05-28T14:00:00+01:00,PT60M
18,0.16,42,62,762,345,393,0,62,762,345,393,0,68,SUNNY,2023-05-28T15:00:00+01:00,PT60M
17,0.16,53,47,590,178,320,0,47,590,178,320,0,78,SUNNY,2023-05-28T16:00:00+01:00,PT60M
15,0.16,63,14,134,27,49,4,14,133,27,49,0,88,MOSTLY SUNNY,2023-05-28T17:00:00+01:00,PT60M
13,0.16,71,0,0,0,0,5.5,0,0,0,0,0,100,MOSTLY CLEAR,2023-05-28T18:00:00+01:00,PT60M
12,0.16,78,0,0,0,0,4.5,0,0,0,0,0,112,MOSTLY CLEAR,2023-05-28T19:00:00+01:00,PT60M
12,0.16,86,0,0,0,0,2.4,0,0,0,0,0,124,MOSTLY CLEAR,2023-05-28T20:00:00+01:00,PT60M
12,0.16,94,0,0,0,0,5.6,0,0,0,0,0,136,MOSTLY CLEAR,2023-05-28T21:00:00+01:00,PT60M
12,0.16,105,0,0,0,0,6.5,0,0,0,0,0,149,MOSTLY CLEAR,2023-05-28T22:00:00+01:00,PT60M
11,0.16,125,0,0,0,0,5,0,0,0,0,0,160,MOSTLY CLEAR,2023-05-28T23:00:00+01:00,PT60M
11,0.16,169,0,0,0,0,8.1,0,0,0,0,0,167,MOSTLY CLEAR,2023-05-29T00:00:00+01:00,PT60M
11,0.15,-137,0,0,0,0,10,0,0,0,0,0,163,MOSTLY CLEAR,2023-05-29T01:00:00+01:00,PT60M
11,0.15,-111,0,0,0,0,7.4,0,0,0,0,0,153,MOSTLY CLEAR,2023-05-29T02:00:00+01:00,PT60M
11,0.15,-98,0,0,0,0,7.2,0,0,0,0,0,141,MOSTLY CLEAR,2023-05-29T03:00:00+01:00,PT60M
11,0.15,-88,0,0,0,0,3.6,0,0,0,0,0,128,MOSTLY CLEAR,2023-05-29T04:00:00+01:00,PT60M
11,0.15,-81,0,0,0,0,3.9,0,0,0,0,0,116,MOSTLY CLEAR,2023-05-29T05:00:00+01:00,PT60M
11,0.15,-73,0,0,0,0,4.5,0,0,0,0,0,104,MOSTLY CLEAR,2023-05-29T06:00:00+01:00,PT60M
11,0.15,-66,3,18,5,6,6.1,3,12,4,5,0,92,MOSTLY CLEAR,2023-05-29T07:00:00+01:00,PT60M
11,0.15,-57,38,444,111,240,4.9,45,365,106,218,0,81,MOSTLY SUNNY,2023-05-29T08:00:00+01:00,PT60M
13,0.15,-47,64,662,274,638,11.4,111,425,240,468,0,72,PARTLY CLOUDY,2023-05-29T09:00:00+01:00,PT60M
14,0.15,-34,82,736,411,810,31.7,237,99,282,290,0,63,PARTLY CLOUDY,2023-05-29T10:00:00+01:00,PT60M
15,0.15,-20,98,759,502,766,25.3,227,278,373,461,0,58,PARTLY CLOUDY,2023-05-29T11:00:00+01:00,PT60M
14,0.15,-3,114,736,532,666,86.4,72,0,72,65,0.8,55,RAIN,2023-05-29T12:00:00+01:00,PT60M
14,0.15,14,129,674,501,540,84.6,78,0,78,75,1.8,57,RAIN,2023-05-29T13:00:00+01:00,PT60M
14,0.15,29,119,628,423,426,91,37,0,37,37,2.6,61,RAIN,2023-05-29T14:00:00+01:00,PT60M
14,0.15,42,98,547,300,335,87.7,36,0,36,34,2.7,68,RAIN,2023-05-29T15:00:00+01:00,PT60M
14,0.15,53,67,357,147,232,89.5,17,0,17,14,2,78,RAIN,2023-05-29T16:00:00+01:00,PT60M
14,0.15,62,15,50,20,29,75.2,2,0,2,2,0.6,88,RAIN,2023-05-29T17:00:00+01:00,PT60M
13,0.15,70,0,0,0,0,73.2,0,0,0,0,0.3,100,RAIN,2023-05-29T18:00:00+01:00,PT60M
13,0.15,78,0,0,0,0,57.4,0,0,0,0,0.8,112,RAIN,2023-05-29T19:00:00+01:00,PT60M
12,0.15,85,0,0,0,0,51.8,0,0,0,0,0.7,124,RAIN,2023-05-29T20:00:00+01:00,PT60M
12,0.15,94,0,0,0,0,50.2,0,0,0,0,0.8,136,RAIN,2023-05-29T21:00:00+01:00,PT60M
11,0.15,105,0,0,0,0,67,0,0,0,0,0.4,149,RAIN,2023-05-29T22:00:00+01:00,PT60M
11,0.15,125,0,0,0,0,66.8,0,0,0,0,0.5,160,RAIN,2023-05-29T23:00:00+01:00,PT60M
10,0.15,169,0,0,0,0,55.1,0,0,0,0,0.2,167,RAIN,2023-05-30T00:00:00+01:00,PT60M
11,0.15,-137,0,0,0,0,46.4,0,0,0,0,0.1,163,DRIZZLE,2023-05-30T01:00:00+01:00,PT60M
10,0.15,-111,0,0,0,0,49.2,0,0,0,0,0,153,MOSTLY CLOUDY,2023-05-30T02:00:00+01:00,PT60M
10,0.15,-97,0,0,0,0,49.3,0,0,0,0,0,141,MOSTLY CLOUDY,2023-05-30T03:00:00+01:00,PT60M
10,0.15,-88,0,0,0,0,37.3,0,0,0,0,0,129,MOSTLY CLOUDY,2023-05-30T04:00:00+01:00,PT60M
10,0.15,-81,0,0,0,0,46.9,0,0,0,0,0,116,MOSTLY CLOUDY,2023-05-30T05:00:00+01:00,PT60M
10,0.15,-73,0,0,0,0,44.6,0,0,0,0,0,104,MOSTLY CLOUDY,2023-05-30T06:00:00+01:00,PT60M
10,0.15,-65,3,11,4,5,26.4,3,0,3,3,0,92,PARTLY CLOUDY,2023-05-30T07:00:00+01:00,PT60M
11,0.15,-57,40,388,104,218,42.4,57,0,57,56,0,81,MOSTLY CLOUDY,2023-05-30T08:00:00+01:00,PT60M
12,0.15,-46,66,633,266,613,54.1,121,0,121,109,0,72,MOSTLY CLOUDY,2023-05-30T09:00:00+01:00,PT60M
13,0.15,-34,79,735,406,803,24.5,201,234,309,407,0,64,PARTLY CLOUDY,2023-05-30T10:00:00+01:00,PT60M
13,0.15,-20,88,777,500,770,30.7,271,143,345,370,0.1,58,PARTLY CLOUDY,2023-05-30T11:00:00+01:00,PT60M
14,0.15,-3,88,801,541,685,53.6,250,1,251,226,0,56,MOSTLY CLOUDY,2023-05-30T12:00:00+01:00,PT60M
14,0.15,14,87,789,520,566,78.8,111,0,111,107,0,57,OVERCAST,2023-05-30T13:00:00+01:00,PT60M
13,0.15,29,89,729,440,444,80.9,83,0,83,83,0.1,61,OVERCAST,2023-05-30T14:00:00+01:00,PT60M
13,0.15,42,81,628,312,351,68.8,96,0,96,91,0.2,68,RAIN,2023-05-30T15:00:00+01:00,PT60M
12,0.15,53,58,437,155,259,73.7,40,0,40,33,0.6,78,RAIN,2023-05-30T16:00:00+01:00,PT60M
12,0.15,62,14,74,22,34,74.7,6,0,6,6,0.4,88,RAIN,2023-05-30T17:00:00+01:00,PT60M
12,0.15,70,0,0,0,0,80.6,0,0,0,0,0.8,100,RAIN,2023-05-30T18:00:00+01:00,PT60M
11,0.15,78,0,0,0,0,86.7,0,0,0,0,0.4,112,RAIN,2023-05-30T19:00:00+01:00,PT60M
11,0.15,85,0,0,0,0,78.8,0,0,0,0,1.4,124,RAIN,2023-05-30T20:00:00+01:00,PT60M
11,0.15,94,0,0,0,0,66.9,0,0,0,0,1.2,136,RAIN,2023-05-30T21:00:00+01:00,PT60M
11,0.15,105,0,0,0,0,58.1,0,0,0,0,1.7,149,RAIN,2023-05-30T22:00:00+01:00,PT60M
11,0.15,124,0,0,0,0,49.4,0,0,0,0,0.9,160,RAIN,2023-05-30T23:00:00+01:00,PT60M
11,0.15,169,0,0,0,0,36.6,0,0,0,0,0.6,167,INTERMITTENT RAIN,2023-05-31T00:00:00+01:00,PT60M
11,0.14,-137,0,0,0,0,48.3,0,0,0,0,0.3,164,RAIN,2023-05-31T01:00:00+01:00,PT60M
12,0.14,-110,0,0,0,0,33.2,0,0,0,0,0.1,153,FOG,2023-05-31T02:00:00+01:00,PT60M
12,0.14,-97,0,0,0,0,48.9,0,0,0,0,0.1,141,DRIZZLE,2023-05-31T03:00:00+01:00,PT60M
12,0.14,-88,0,0,0,0,25.6,0,0,0,0,0.1,129,FOG,2023-05-31T04:00:00+01:00,PT60M
12,0.14,-80,0,0,0,0,24.3,0,0,0,0,0.1,116,FOG,2023-05-31T05:00:00+01:00,PT60M
12,0.14,-73,0,0,0,0,17.5,0,0,0,0,0.1,104,FOG,2023-05-31T06:00:00+01:00,PT60M
12,0.14,-65,3,6,3,4,7.2,3,1,3,3,0.1,92,FOG,2023-05-31T07:00:00+01:00,PT60M
12,0.14,-57,43,319,96,191,19.3,66,62,76,94,0.1,82,FOG,2023-05-31T08:00:00+01:00,PT60M
13,0.14,-46,72,574,253,569,27.2,151,102,185,241,0.1,72,PARTLY CLOUDY,2023-05-31T09:00:00+01:00,PT60M
13,0.14,-34,86,689,390,766,24.9,210,189,292,372,0,64,PARTLY CLOUDY,2023-05-31T10:00:00+01:00,PT60M
14,0.14,-20,106,706,478,727,49.2,239,6,242,206,0,58,MOSTLY CLOUDY,2023-05-31T11:00:00+01:00,PT60M
15,0.14,-3,112,718,517,649,59.8,208,0,208,188,0,56,MOSTLY CLOUDY,2023-05-31T12:00:00+01:00,PT60M
16,0.14,14,110,711,499,541,57.3,212,0,212,205,0.1,57,MOSTLY CLOUDY,2023-05-31T13:00:00+01:00,PT60M
16,0.14,29,93,700,429,433,62.5,162,0,162,161,0,61,OVERCAST,2023-05-31T14:00:00+01:00,PT60M
16,0.14,42,77,633,309,348,68.6,95,0,95,89,0,69,OVERCAST,2023-05-31T15:00:00+01:00,PT60M
16,0.14,53,54,468,156,267,51.3,77,0,77,64,0,78,MOSTLY CLOUDY,2023-05-31T16:00:00+01:00,PT60M
15,0.14,62,14,89,22,37,50.2,10,0,10,10,0,88,MOSTLY CLOUDY,2023-05-31T17:00:00+01:00,PT60M
15,0.14,70,0,0,0,0,48.5,0,0,0,0,0,100,MOSTLY CLOUDY,2023-05-31T18:00:00+01:00,PT60M
14,0.14,78,0,0,0,0,56.9,0,0,0,0,0,112,MOSTLY CLOUDY,2023-05-31T19:00:00+01:00,PT60M
14,0.14,85,0,0,0,0,40.4,0,0,0,0,0,124,MOSTLY CLOUDY,2023-05-31T20:00:00+01:00,PT60M
14,0.14,93,0,0,0,0,45.6,0,0,0,0,0,136,MOSTLY CLOUDY,2023-05-31T21:00:00+01:00,PT60M
14,0.14,104,0,0,0,0,42.3,0,0,0,0,0,149,MOSTLY CLOUDY,2023-05-31T22:00:00+01:00,PT60M
13,0.14,124,0,0,0,0,40.2,0,0,0,0,0,160,MOSTLY CLOUDY,2023-05-31T23:00:00+01:00,PT60M
13,0.14,168,0,0,0,0,6.6,0,0,0,0,0,167,MOSTLY CLEAR,2023-06-01T00:00:00+01:00,PT60M
13,0.15,-137,0,0,0,0,4,0,0,0,0,0,164,MOSTLY CLEAR,2023-06-01T01:00:00+01:00,PT60M
12,0.15,-110,0,0,0,0,7.8,0,0,0,0,0,153,MOSTLY CLEAR,2023-06-01T02:00:00+01:00,PT60M
12,0.15,-97,0,0,0,0,9.1,0,0,0,0,0,141,MOSTLY CLEAR,2023-06-01T03:00:00+01:00,PT60M
12,0.15,-88,0,0,0,0,14.5,0,0,0,0,0,129,PARTLY CLOUDY,2023-06-01T04:00:00+01:00,PT60M
12,0.15,-80,0,0,0,0,13.5,0,0,0,0,0,116,PARTLY CLOUDY,2023-06-01T05:00:00+01:00,PT60M
12,0.15,-73,0,0,0,0,14.1,0,0,0,0,0,104,PARTLY CLOUDY,2023-06-01T06:00:00+01:00,PT60M
12,0.15,-65,2,10,3,4,38.5,2,0,2,2,0,93,MOSTLY CLOUDY,2023-06-01T07:00:00+01:00,PT60M
13,0.15,-57,38,378,99,206,20.6,60,106,79,115,0,82,PARTLY CLOUDY,2023-06-01T08:00:00+01:00,PT60M
14,0.15,-46,61,625,256,593,21,132,224,202,330,0,72,PARTLY CLOUDY,2023-06-01T09:00:00+01:00,PT60M
15,0.15,-34,71,738,395,794,30.2,218,132,275,315,0,64,PARTLY CLOUDY,2023-06-01T10:00:00+01:00,PT60M
